,Active_Assets,Risk_On_Weight_Sum,Target_Leverage,Actual_Gross_Exposure,Actual_Borrowing
1991-02-28,3.0,0.9000374229548966,2.0490689142754865,1.844238705061497,0.844238705061497
1991-03-31,3.0,0.8997355878251121,2.074107234391192,1.8661480917472766,0.8661480917472766
1991-04-30,3.0,0.9015281128853009,2.072945976570122,1.8688190743704391,0.8688190743704391
1991-05-31,3.0,0.9028503614399788,2.096691928140242,1.8929990651497033,0.8929990651497033
1991-06-30,3.0,0.9043056454766001,2.128148529974761,1.9244967300689038,0.9244967300689038
1991-07-31,3.0,0.9055913890074098,2.147526095242467,1.9447811395202845,0.9447811395202845
1991-08-31,4.0,1.0,2.162248301220673,2.162248301220673,1.1622483012206728
1991-09-30,4.0,1.0,2.1122839721823006,2.1122839721823006,1.1122839721823006
1991-10-31,4.0,1.0,2.108639850114691,2.108639850114691,1.1086398501146908
1991-11-30,4.0,1.0,2.121609783866088,2.121609783866088,1.121609783866088
1991-12-31,3.0,0.8684161523109535,2.1643243681821573,1.8795342401695845,0.8795342401695845
1992-01-31,3.0,0.9024539591905729,2.22566582941823,2.008560939593652,1.008560939593652
1992-02-29,3.0,0.8991584532119892,2.1454011056096776,1.929055539639289,0.929055539639289
1992-03-31,3.0,0.9011184391507517,2.159422163686373,1.9458951296086036,0.9458951296086036
1992-04-30,3.0,0.8995431201363971,2.160691866415462,1.9436355031687,0.9436355031687
1992-05-31,4.0,1.0,2.1598423583824995,2.1598423583824995,1.1598423583824995
1992-06-30,4.0,1.0,2.155624676193674,2.155624676193674,1.155624676193674
1992-07-31,4.0,0.9999999999999998,2.209693254832388,2.2096932548323878,1.2096932548323878
1992-08-31,4.0,1.0,2.101087565405177,2.101087565405177,1.101087565405177
1992-09-30,4.0,1.0,2.1643911372538005,2.1643911372538005,1.1643911372538005
1992-10-31,4.0,1.0,2.1566174259144977,2.1566174259144977,1.1566174259144977
1992-11-30,3.0,0.9018001725217839,2.079617781829725,1.8753996744334154,0.8753996744334154
1992-12-31,3.0,0.9016965513133224,2.0788265820298863,1.87447075979481,0.87447075979481
1993-01-31,3.0,0.8990066400139067,2.0746449529126303,1.8651195883397935,0.8651195883397935
